date,state,positive,hospitalizedCumulative,death
,,,,
20200722,KS,24104,1545,308
,,,,
20200721,KS,23334,1497,307
,,,,
20200720,KS,23334,1497,307
,,,,
20200719,KS,21965,1453,299
,,,,
20200718,KS,21965,1453,299
,,,,
20200717,KS,21965,1453,299
,,,,
20200716,KS,20933,1393,299
,,,,
20200715,KS,20933,1393,299
,,,,
20200714,KS,20058,1343,288
,,,,
20200713,KS,20058,1343,288
,,,,
20200712,KS,18611,1304,284
,,,,
20200711,KS,18611,1304,284
,,,,
20200710,KS,18611,1304,284
,,,,
20200709,KS,17618,1269,282
,,,,
20200708,KS,17618,1269,282
,,,,
20200707,KS,16901,1235,280
,,,,
20200706,KS,16901,1235,280
,,,,
20200705,KS,15919,1219,277
,,,,
20200704,KS,15919,1219,277
,,,,
20200703,KS,15919,1219,277
,,,,
20200702,KS,14990,1195,272
,,,,
20200701,KS,14990,1152,272
,,,,
20200630,KS,14443,1152,270
,,,,
20200629,KS,14443,1152,270
,,,,
20200628,KS,13538,1128,264
,,,,
20200627,KS,13538,1128,264
,,,,
20200626,KS,13538,1128,264
,,,,
20200625,KS,12970,1082,261
,,,,
20200624,KS,12970,1082,261
,,,,
20200623,KS,12465,1056,259
,,,,
20200622,KS,12465,1056,259
,,,,
20200621,KS,12059,1035,254
,,,,
20200620,KS,12059,1035,254
,,,,
20200619,KS,12059,1035,254
,,,,
20200618,KS,11681,1011,247
,,,,
20200617,KS,11681,1011,247
,,,,
20200616,KS,11419,988,245
,,,,
20200615,KS,11419,988,245
,,,,
20200614,KS,11047,973,243
,,,,
20200613,KS,11047,973,243
,,,,
20200612,KS,11047,973,243
,,,,
20200611,KS,10812,954,240
,,,,
20200610,KS,10812,954,240
,,,,
20200609,KS,10650,936,236
,,,,
20200608,KS,10650,936,236
,,,,
20200607,KS,10393,917,232
,,,,
20200606,KS,10393,917,232
,,,,
20200605,KS,10393,917,232
,,,,
20200604,KS,10170,890,222
,,,,
20200603,KS,10170,890,222
,,,,
20200602,KS,10011,862,217
,,,,
20200601,KS,10011,842,217
,,,,
20200531,KS,9719,842,208
,,,,
20200530,KS,9719,842,208
,,,,
20200529,KS,9719,842,208
,,,,
20200528,KS,9337,822,205
,,,,
20200527,KS,9337,822,205
,,,,
20200526,KS,9218,800,188
,,,,
20200525,KS,9218,800,188
,,,,
20200524,KS,8958,787,185
,,,,
20200523,KS,8958,787,185
,,,,
20200522,KS,8958,787,185
,,,,
20200521,KS,8539,760,178
,,,,
20200520,KS,8539,760,178
,,,,
20200519,KS,8340,740,173
,,,,
20200518,KS,8340,740,173
,,,,
20200517,KS,7886,724,172
,,,,
20200516,KS,7886,724,172
,,,,
20200515,KS,7886,724,172
,,,,
20200514,KS,7468,704,164
,,,,
20200513,KS,7468,704,164
,,,,
20200512,KS,7116,660,158
,,,,
20200511,KS,7116,660,158
,,,,
20200510,KS,6948,657,157
,,,,
20200509,KS,6751,635,157
,,,,
20200508,KS,6501,608,152
,,,,
20200507,KS,6144,587,147
,,,,
20200506,KS,5734,571,144
,,,,
20200505,KS,5458,566,137
,,,,
20200504,KS,5245,553,136
,,,,
20200503,KS,5030,547,134
,,,,
20200502,KS,4746,541,131
,,,,
20200501,KS,4449,534,130
,,,,
20200430,KS,4238,523,129
,,,,
20200429,KS,3738,515,125
,,,,
20200428,KS,3491,504,124
,,,,
20200427,KS,3328,496,120
,,,,
20200426,KS,3174,485,118
,,,,
20200425,KS,3056,474,117
,,,,
20200424,KS,2777,457,111
,,,,
20200423,KS,2482,442,112
,,,,
20200422,KS,2211,432,110
,,,,
20200421,KS,2025,419,107
,,,,
20200420,KS,1986,405,100
,,,,
20200419,KS,1849,390,92
,,,,
20200418,KS,1790,383,86
,,,,
20200417,KS,1705,375,84
,,,,
20200416,KS,1588,359,80
,,,,
20200415,KS,1494,342,76
,,,,
20200414,KS,1426,327,69
,,,,
20200413,KS,1376,309,62
,,,,
20200412,KS,1337,298,56
,,,,
20200411,KS,1268,293,55
,,,,
20200410,KS,1166,274,50
,,,,
20200409,KS,1106,263,42
,,,,
20200408,KS,1046,223,38
,,,,
20200407,KS,900,223,27
,,,,
20200406,KS,845,198,25
,,,,
20200405,KS,747,183,22
,,,,
20200404,KS,698,172,21
,,,,
20200403,KS,620,151,17
,,,,
20200402,KS,552,138,13
,,,,
20200401,KS,482,114,10
,,,,
20200331,KS,428,79,9
,,,,
20200330,KS,368,66,8
,,,,
20200329,KS,319,55,6
,,,,
20200328,KS,261,27,5
,,,,
20200327,KS,202,27,4
,,,,
20200326,KS,168,,3
,,,,
20200325,KS,126,,3
,,,,
20200324,KS,98,,2
,,,,
20200323,KS,82,,2
,,,,
20200322,KS,64,,2
,,,,
20200321,KS,55,,2
,,,,
20200320,KS,44,,1
,,,,
20200319,KS,34,,1
,,,,
20200318,KS,16,,1
,,,,
20200317,KS,15,,1
,,,,
20201202,KY,186765,10190,1980
,,,,
20201201,KY,183168,10190,1943
,,,,
20201130,KY,179041,10054,1908
,,,,
20201129,KY,176925,9981,1896
,,,,
20201128,KY,174182,9981,1885
,,,,
20201127,KY,171755,9907,1871
,,,,
20201126,KY,166139,9756,1835
,,,,
20201125,KY,166139,9756,1835
,,,,
20201124,KY,162838,9623,1809
,,,,
20201123,KY,160232,9530,1792
,,,,
20201122,KY,158100,9411,1787
,,,,
20201121,KY,155908,9411,1783
,,,,
20201120,KY,152206,9286,1762
,,,,
20201119,KY,148390,9163,1742
,,,,
20201118,KY,144753,9052,1712
,,,,
20201117,KY,142008,8948,1697
,,,,
20201116,KY,139097,8874,1664
,,,,
20201115,KY,137586,8783,1661
,,,,
20201114,KY,136137,8783,1658
,,,,
20201113,KY,132844,8652,1647
,,,,
20201112,KY,129680,8567,1622
,,,,
20201111,KY,127344,8403,1604
,,,,
20201110,KY,124646,8403,1590
,,,,
20201109,KY,122567,8274,1576
,,,,
20201108,KY,120838,7844,1565
,,,,
20201107,KY,119661,7844,1561
,,,,
20201106,KY,117505,7708,1544
,,,,
20201105,KY,115277,7581,1534
,,,,
20201104,KY,113009,7447,1514
,,,,
20201103,KY,111379,7344,1503
,,,,
20201102,KY,109670,7205,1492
,,,,
20201101,KY,108642,7210,1489
,,,,
20201031,KY,107219,7210,1485
,,,,
20201030,KY,105242,7098,1476
,,,,
20201029,KY,103305,7069,1461
,,,,
20201028,KY,101494,7008,1442
,,,,
20201027,KY,99637,6947,1428
,,,,
20201026,KY,97866,6895,1410
,,,,
20201025,KY,96942,6865,1407
,,,,
20201024,KY,95480,6865,1404
,,,,
20201023,KY,93748,6816,1396
,,,,
20201022,KY,92299,6761,1380
,,,,
20201021,KY,90996,6721,1363
,,,,
20201020,KY,89544,6665,1342
,,,,
20201019,KY,88247,6616,1326
,,,,
20201018,KY,87607,6592,1317
,,,,
20201017,KY,86797,6592,1312
,,,,
20201016,KY,85506,6545,1300
,,,,
20201015,KY,84195,6506,1296
,,,,
20201014,KY,83013,6479,1276
,,,,
20201013,KY,81691,6259,1269
,,,,
20201012,KY,80930,6121,1255
,,,,
20201011,KY,80292,6094,1252
,,,,
20201010,KY,79445,6094,1249
,,,,
20201009,KY,78456,6033,1242
,,,,
20201008,KY,77455,5814,1234
,,,,
20201007,KY,76587,5679,1223
,,,,
20201006,KY,74194,5622,1218
,,,,
20201005,KY,73158,5557,1214
,,,,
20201004,KY,72617,5362,1209
,,,,
20201003,KY,72001,5362,1205
,,,,
20201002,KY,70727,5334,1197
,,,,
20201001,KY,69728,5315,1191
,,,,
20200930,KY,68840,5279,1174
,,,,
20200929,KY,67856,5250,1170
,,,,
20200928,KY,66939,5208,1162
,,,,
20200927,KY,66491,5193,1157
,,,,
20200926,KY,66036,5193,1154
,,,,
20200925,KY,65066,5147,1149
,,,,
20200924,KY,64158,5119,1137
,,,,
20200923,KY,63517,5095,1124
,,,,
20200922,KY,62731,5075,1119
,,,,
20200921,KY,61917,5051,1112
,,,,
20200920,KY,61542,5026,1111
,,,,
20200919,KY,61106,5026,1108
,,,,
20200918,KY,60128,5002,1101
,,,,
20200917,KY,59370,4976,1093
,,,,
20200916,KY,58764,4927,1082
,,,,
20200915,KY,58000,4924,1074
,,,,
20200914,KY,57282,4905,1065
,,,,
20200913,KY,56945,4886,1060
,,,,
20200912,KY,56415,4886,1057
,,,,
20200911,KY,55704,4862,1044
,,,,
20200910,KY,54772,4835,1035
,,,,
20200909,KY,53977,4777,1013
,,,,
20200908,KY,53319,4730,997
,,,,
20200907,KY,53064,4728,996
,,,,
20200906,KY,52774,4713,996
,,,,
20200905,KY,52464,4713,993
,,,,
20200904,KY,51677,4699,987
,,,,
20200903,KY,50885,4684,976
,,,,
20200902,KY,49991,4652,966
,,,,
20200901,KY,49185,4616,948
,,,,
20200831,KY,48396,4580,933
,,,,
20200830,KY,48032,4560,930
,,,,
20200829,KY,47577,4560,921
,,,,
20200828,KY,46757,4532,918
,,,,
20200827,KY,45978,4501,910
,,,,
20200826,KY,45230,4446,902
,,,,
20200825,KY,44568,4446,895
,,,,
20200824,KY,43899,4399,885
,,,,
20200823,KY,43529,4362,881
,,,,
20200822,KY,42265,4362,864
,,,,
20200821,KY,42265,4362,864
,,,,
20200820,KY,41626,4349,856
,,,,
20200819,KY,40926,4301,842
,,,,
20200818,KY,40299,4252,830
,,,,
20200817,KY,39691,4215,818
,,,,
20200816,KY,39315,4193,813
,,,,
20200815,KY,38930,4193,810
,,,,
20200814,KY,38298,4158,804
,,,,
20200813,KY,37686,4116,796
,,,,
20200812,KY,36945,4091,790
,,,,
20200811,KY,35793,4063,783
,,,,
20200810,KY,35254,4024,775
,,,,
20200809,KY,34982,4002,773
,,,,
20200808,KY,34578,4002,772
,,,,
20200807,KY,33796,3975,764
,,,,
20200806,KY,33254,3924,760
,,,,
20200805,KY,32741,3903,752
,,,,
20200804,KY,32197,3851,751
,,,,
20200803,KY,31508,3815,744
,,,,
20200802,KY,31185,3782,742
,,,,
20200801,KY,30723,3782,740
,,,,
20200731,KY,30151,3314,735
,,,,
20200730,KY,29386,3304,731
,,,,
20200729,KY,28727,3281,724
,,,,
20200728,KY,28126,3279,719
,,,,
20200727,KY,27601,3276,709
,,,,
20200726,KY,27079,3266,700
,,,,
20200725,KY,26764,3266,696
,,,,
20200724,KY,25931,3248,691
,,,,
20200723,KY,25147,2921,684
,,,,
20200722,KY,24540,2914,677
,,,,
20200721,KY,24060,2900,674
,,,,
20200720,KY,23414,2882,671
,,,,
20200719,KY,23161,2880,670
,,,,
20200718,KY,22184,2875,667
,,,,
20200717,KY,21605,2864,658
,,,,
20200716,KY,21083,2842,650
,,,,
20200715,KY,20677,2823,645
,,,,
20200714,KY,20223,2802,635
,,,,
20200713,KY,19653,2791,629
,,,,
20200712,KY,19389,2779,625
,,,,
20200711,KY,19121,2779,622
,,,,
20200710,KY,18670,2763,620
,,,,
20200709,KY,18245,2747,612
,,,,
20200708,KY,17919,2737,608
,,,,
20200707,KY,17519,2708,602
,,,,
20200706,KY,17152,2699,593
,,,,
20200705,KY,16376,2685,585
,,,,
20200704,KY,16376,2685,585
,,,,
20200703,KY,16376,2685,585
,,,,
20200702,KY,16079,2662,581
,,,,
20200701,KY,15842,2635,572
,,,,
20200630,KY,15624,2621,565
,,,,
20200629,KY,15347,2602,560
,,,,
20200628,KY,15232,2590,558
,,,,
20200627,KY,14859,2589,553
,,,,
20200626,KY,14859,2589,553
,,,,
20200625,KY,14617,2584,546
,,,,
20200624,KY,14363,2574,538
,,,,
20200623,KY,14141,2556,537
,,,,
20200622,KY,13839,2532,526
,,,,
20200621,KY,13750,2522,526
,,,,
20200620,KY,13630,2522,524
,,,,
20200619,KY,13454,2494,522
,,,,
20200618,KY,13197,2482,520
,,,,
20200617,KY,12995,2455,518
,,,,
20200616,KY,12829,2436,512
,,,,
20200615,KY,12647,2433,505
,,,,
20200614,KY,12445,2433,499
,,,,
20200613,KY,12445,2433,499
,,,,
20200612,KY,11945,2406,493
,,,,
20200611,KY,11945,2406,493
,,,,
20200610,KY,11883,2396,484
,,,,
20200609,KY,11708,2386,477
,,,,
20200608,KY,11476,2368,472
,,,,
20200607,KY,11287,2361,470
,,,,
20200606,KY,11287,2361,470
,,,,
20200605,KY,10977,2345,466
,,,,
20200604,KY,10705,2332,458
,,,,
20200603,KY,10410,2317,450
,,,,
20200602,KY,10185,2307,442
,,,,
20200601,KY,10046,2274,439
,,,,
20200531,KY,9704,2272,431
,,,,
20200530,KY,9464,2266,418
,,,,
20200529,KY,9184,2180,409
,,,,
20200528,KY,9077,2142,400
,,,,
20200527,KY,9077,2136,400
,,,,
20200526,KY,8571,2131,391
,,,,
20200525,KY,8571,2131,391
,,,,
20200524,KY,8571,2131,391
,,,,
20200523,KY,8426,2076,391
,,,,
20200522,KY,8286,2041,386
,,,,
20200521,KY,8275,2016,376
,,,,
20200520,KY,8069,2010,366
,,,,
20200519,KY,8069,1980,366
,,,,
20200518,KY,7688,1896,334
,,,,
20200517,KY,7688,1896,334
,,,,
20200516,KY,7444,1896,332
,,,,
20200515,KY,7225,1887,328
,,,,
20200514,KY,7080,1835,326
,,,,
20200513,KY,6853,1825,321
,,,,
20200512,KY,6677,1767,311
,,,,
20200511,KY,6440,1757,304
,,,,
20200510,KY,6440,1757,304
,,,,
20200509,KY,6288,1696,298
,,,,
20200508,KY,6129,1684,294
,,,,
20200507,KY,5934,1616,283
,,,,
20200506,KY,5822,1603,275
,,,,
20200505,KY,5245,1529,261
,,,,
20200504,KY,5130,1519,253
,,,,
20200503,KY,4879,1411,248
,,,,
20200502,KY,4879,1411,248
,,,,
20200501,KY,4708,1375,240
,,,,
20200430,KY,4539,1359,235
,,,,
20200429,KY,4375,1331,225
,,,,
20200428,KY,4146,1281,213
,,,,
20200427,KY,4074,1274,208
,,,,
20200426,KY,3905,1266,205
,,,,
20200425,KY,3779,1143,200
,,,,
20200424,KY,3481,1115,191
,,,,
20200423,KY,3373,1105,185
,,,,
20200422,KY,3192,1076,171
,,,,
20200421,KY,3050,1059,154
,,,,
20200420,KY,2960,1059,148
,,,,
20200419,KY,2707,1059,144
,,,,
20200418,KY,2522,1008,137
,,,,
20200417,KY,2429,971,129
,,,,
20200416,KY,2291,807,122
,,,,
20200415,KY,2210,687,115
,,,,
20200414,KY,2048,673,104
,,,,
20200413,KY,1963,667,97
,,,,
20200412,KY,1840,459,94
,,,,
20200411,KY,1693,459,90
,,,,
20200410,KY,1693,459,90
,,,,
20200409,KY,1346,,73
,,,,
20200408,KY,1149,,65
,,,,
20200407,KY,1008,,59
,,,,
20200406,KY,955,,45
,,,,
20200405,KY,917,,40
,,,,
20200404,KY,831,,37
,,,,
20200403,KY,770,,31
,,,,
20200402,KY,680,,20
,,,,
20200401,KY,591,,17
,,,,
20200331,KY,480,,11
,,,,
20200330,KY,439,,9
,,,,
20200329,KY,394,,9
,,,,
20200328,KY,302,,8
,,,,
20200327,KY,248,,6
,,,,
20200326,KY,198,,4
,,,,
20200325,KY,157,,4
,,,,
20200324,KY,124,,4
,,,,
20200323,KY,104,,3
,,,,
20200322,KY,99,,3
,,,,
20200321,KY,54,,2
,,,,
20200320,KY,47,,1
,,,,
20200319,KY,35,,1
,,,,
20200318,KY,26,,1
,,,,
20200317,KY,22,,1
,,,,
20201202,LA,241335,,6501
,,,,
20201201,LA,237740,,6455
,,,,
20201130,LA,232414,,6420
,,,,
20201129,LA,232245,,6407
,,,,
20201128,LA,230602,,6391
,,,,
20201127,LA,230602,,6391
,,,,
20201126,LA,225638,,6350
,,,,
20201125,LA,225638,,6350
,,,,
20201124,LA,224403,,6323
,,,,
20201123,LA,221160,,6284
,,,,
20201122,LA,220192,,6260
,,,,
20201121,LA,216709,,6233
,,,,
20201120,LA,216709,,6233
,,,,
20201119,LA,211966,,6199
,,,,
20201118,LA,209914,,6184
,,,,
20201117,LA,207685,,6156
,,,,
20201116,LA,205059,,6139
,,,,
20201115,LA,204513,,6132
,,,,
20201114,LA,201981,,6121
,,,,
20201113,LA,201981,,6121
,,,,
20201112,LA,198531,,6097
,,,,
20201111,LA,194702,,6058
,,,,
20201110,LA,194702,,6058
,,,,
20201109,LA,193372,,6048
,,,,
20201108,LA,192981,,6036
,,,,
20201107,LA,191715,,6016
,,,,
20201106,LA,191715,,6016
,,,,
20201105,LA,190845,,5995
,,,,
20201104,LA,190164,,5975
,,,,
20201103,LA,189148,,5951
,,,,
20201102,LA,187995,,5934
,,,,
20201101,LA,187720,,5926
,,,,
20201031,LA,186649,,5919
,,,,
20201030,LA,186649,,5919
,,,,
20201029,LA,186216,,5908
,,,,
20201028,LA,185822,,5890
,,,,
20201027,LA,184724,,5872
,,,,
20201026,LA,183802,,5854
,,,,
20201025,LA,183575,,5837
,,,,
20201024,LA,182603,,5820
,,,,
20201023,LA,182603,,5820
,,,,
20201022,LA,181904,,5799
,,,,
20201021,LA,181132,,5790
,,,,
20201020,LA,179769,,5772
,,,,
20201019,LA,179070,,5766
,,,,
20201018,LA,178869,,5750
,,,,
20201017,LA,177726,,5727
,,,,
20201016,LA,177726,,5727
,,,,
20201015,LA,176952,,5707
,,,,
20201014,LA,176209,,5695
,,,,
20201013,LA,175329,,5679
,,,,
20201012,LA,174647,,5669
,,,,
20201011,LA,174587,,5655
,,,,
20201010,LA,173406,,5635
,,,,
20201009,LA,173406,,5635
,,,,
20201008,LA,173149,,5609
,,,,
20201007,LA,172625,,5604
,,,,
20201006,LA,170469,,5592
,,,,
20201005,LA,169937,,5586
,,,,
20201004,LA,169719,,5577
,,,,
20201003,LA,168826,,5545
,,,,
20201002,LA,168826,,5545
,,,,
20201001,LA,168009,,5519
,,,,
20200930,LA,167458,,5511
,,,,
20200929,LA,166848,,5490
,,,,
20200928,LA,166315,,5480
,,,,
20200927,LA,166075,,5465
,,,,
20200926,LA,165152,,5444
,,,,
20200925,LA,165152,,5444
,,,,
20200924,LA,164446,,5423
,,,,
20200923,LA,163869,,5407
,,,,
20200922,LA,163253,,5386
,,,,
20200921,LA,162501,,5375
,,,,
20200920,LA,162258,,5366
,,,,
20200919,LA,161322,,5340
,,,,
20200918,LA,161322,,5340
,,,,
20200917,LA,160343,,5311
,,,,
20200916,LA,159865,,5294
,,,,
20200915,LA,159253,,5278
,,,,
20200914,LA,158882,,5252
,,,,
20200913,LA,158390,,5235
,,,,
20200912,LA,157109,,5202
,,,,
20200911,LA,157109,,5202
,,,,
20200910,LA,156354,,5161
,,,,
20200909,LA,155890,,5140
,,,,
20200908,LA,154329,,5118
,,,,
20200907,LA,154073,,5105
,,,,
20200906,LA,153764,,5093
,,,,
20200905,LA,152369,,5035
,,,,
20200904,LA,152369,,5035
,,,,
20200903,LA,151547,,5021
,,,,
20200902,LA,150734,,5004
,,,,
20200901,LA,149583,,4984
,,,,
20200831,LA,148894,,4950
,,,,
20200830,LA,148568,,4931
,,,,
20200829,LA,146944,,4904
,,,,
20200828,LA,146944,,4904
,,,,
20200827,LA,146338,,4874
,,,,
20200826,LA,145661,,4851
,,,,
20200825,LA,144116,,4797
,,,,
20200824,LA,143566,,4764
,,,,
20200823,LA,142943,,4746
,,,,
20200822,LA,141720,,4687
,,,,
20200821,LA,141720,,4687
,,,,
20200820,LA,140821,,4637
,,,,
20200819,LA,139903,,4609
,,,,
20200818,LA,139125,,4554
,,,,
20200817,LA,138485,,4526
,,,,
20200816,LA,137918,,4507
,,,,
20200815,LA,136737,,4430
,,,,
20200814,LA,136737,,4430
,,,,
20200813,LA,135439,,4402
,,,,
20200812,LA,134304,,4361
,,,,
20200811,LA,133125,,4313
,,,,
20200810,LA,131961,,4287
,,,,
20200809,LA,131399,,4263
,,,,
20200808,LA,128746,,4207
,,,,
20200807,LA,128746,,4207
,,,,
20200806,LA,127246,,4146
,,,,
20200805,LA,125943,,4096
,,,,
20200804,LA,124461,,4051
,,,,
20200803,LA,120846,,4024
,,,,
20200802,LA,119747,,4007
,,,,
20200801,LA,116280,,3949
,,,,
20200731,LA,116280,,3949
,,,,
20200730,LA,114481,,3925
,,,,
20200729,LA,112773,,3883
,,,,
20200728,LA,111038,,3812
,,,,
20200727,LA,109917,,3786
,,,,
20200726,LA,107574,,3763
,,,,
20200725,LA,103734,,3715
,,,,
20200724,LA,103734,,3715
,,,,
20200723,LA,101650,,3686
,,,,
20200722,LA,99354,,3670
,,,,
20200721,LA,96583,,3608
,,,,
20200720,LA,94892,,3572
,,,,
20200719,LA,91706,,3543
,,,,
20200718,LA,88590,,3509
,,,,
20200717,LA,88590,,3509
,,,,
20200716,LA,86411,,3485
,,,,
20200715,LA,84131,,3461
,,,,
20200714,LA,82042,,3445
,,,,
20200713,LA,79827,,3423
,,,,
20200712,LA,78122,,3416
,,,,
20200711,LA,76803,,3403
,,,,
20200710,LA,74636,,3380
,,,,
20200709,LA,71994,,3355
,,,,
20200708,LA,70151,,3339
,,,,
20200707,LA,68263,,3319
,,,,
20200706,LA,66327,,3296
,,,,
20200705,LA,65226,,3288
,,,,
20200704,LA,63289,,3278
,,,,
20200703,LA,63289,,3278
,,,,
20200702,LA,61561,,3255
,,,,
20200701,LA,60178,,3238
,,,,
20200630,LA,58095,,3221
,,,,
20200629,LA,57081,,3199
,,,,
20200628,LA,56236,,3199
,,,,
20200627,LA,54769,,3190
,,,,
20200626,LA,54769,,3190
,,,,
20200625,LA,53415,,3164
,,,,
20200624,LA,52477,,3152
,,,,
20200623,LA,51595,,3134
,,,,
20200622,LA,50239,,3117
,,,,
20200621,LA,49778,,3105
,,,,
20200620,LA,49385,,3104
,,,,
20200619,LA,48515,,3084
,,,,
20200618,LA,48634,,3062
,,,,
20200617,LA,48634,,3062
,,,,
20200616,LA,47706,,3042
,,,,
20200615,LA,47172,,3018
,,,,
20200614,LA,46619,,3014
,,,,
20200613,LA,46283,,3004
,,,,
20200612,LA,44995,,2996
,,,,
20200611,LA,44472,,2987
,,,,
20200610,LA,44030,,2968
,,,,
20200609,LA,43612,,2957
,,,,
20200608,LA,43050,,2944
,,,,
20200607,LA,42816,,2936
,,,,
20200606,LA,42486,,2925
,,,,
20200605,LA,41989,,2912
,,,,
20200604,LA,41562,,2883
,,,,
20200603,LA,41133,,2870
,,,,
20200602,LA,40746,,2835
,,,,
20200601,LA,40341,,2801
,,,,
20200531,LA,39916,,2791
,,,,
20200530,LA,39577,,2785
,,,,
20200529,LA,38802,,2766
,,,,
20200528,LA,38802,,2740
,,,,
20200527,LA,38497,,2722
,,,,
20200526,LA,38054,,2701
,,,,
20200525,LA,37809,,2690
,,,,
20200524,LA,37169,,2690
,,,,
20200523,LA,37040,,2668
,,,,
20200522,LA,36925,,2668
,,,,
20200521,LA,36504,,2629
,,,,
20200520,LA,35316,,2608
,,,,
20200519,LA,35038,,2581
,,,,
20200518,LA,34709,,2563
,,,,
20200517,LA,34432,,2491
,,,,
20200516,LA,34117,,2479
,,,,
20200515,LA,33837,,2448
,,,,
20200514,LA,33489,,2417
,,,,
20200513,LA,32662,,2381
,,,,
20200512,LA,32050,,2347
,,,,
20200511,LA,31815,,2308
,,,,
20200510,LA,31600,,2286
,,,,
20200509,LA,31417,,2267
,,,,
20200508,LA,30855,,2227
,,,,
20200507,LA,30652,,2208
,,,,
20200506,LA,30399,,2115
,,,,
20200505,LA,29996,,2115
,,,,
20200504,LA,29673,,2064
,,,,
20200503,LA,29340,,1969
,,,,
20200502,LA,29140,,1950
,,,,
20200501,LA,28711,,1927
,,,,
20200430,LA,28001,,1862
,,,,
20200429,LA,27660,,1802
,,,,
20200428,LA,27286,,1758
,,,,
20200427,LA,27068,,1697
,,,,
20200426,LA,26773,,1670
,,,,
20200425,LA,26512,,1644
,,,,
20200424,LA,26140,,1601
,,,,
20200423,LA,25739,,1540
,,,,
20200422,LA,25258,,1473
,,,,
20200421,LA,24854,,1405
,,,,
20200420,LA,24523,,1328
,,,,
20200419,LA,23928,,1296
,,,,
20200418,LA,23580,,1267
,,,,
20200417,LA,23118,,1213
,,,,
20200416,LA,22532,,1156
,,,,
20200415,LA,21951,,1103
,,,,
20200414,LA,21518,,1013
,,,,
20200413,LA,21016,,884
,,,,
20200412,LA,20595,,840
,,,,
20200411,LA,20014,,806
,,,,
20200410,LA,19253,,755
,,,,
20200409,LA,18283,,702
,,,,
20200408,LA,17030,,652
,,,,
20200407,LA,16284,,582
,,,,
20200406,LA,14867,,512
,,,,
20200405,LA,13010,,477
,,,,
20200404,LA,12496,,409
,,,,
20200403,LA,10297,,370
,,,,
20200402,LA,9150,,310
,,,,
20200401,LA,6424,,273
,,,,
20200331,LA,5237,,239
,,,,
20200330,LA,4025,,185
,,,,
20200329,LA,3540,,151
,,,,
20200328,LA,3315,,137
,,,,
20200327,LA,2746,,119
,,,,
20200326,LA,2305,,83
,,,,
20200325,LA,1795,,65
,,,,
20200324,LA,1388,,46
,,,,
20200323,LA,1172,,34
,,,,
20200322,LA,837,,20
,,,,
20200321,LA,580,,16
,,,,
20200320,LA,473,,12
,,,,
20200319,LA,347,,8
,,,,
20200318,LA,240,,6
,,,,
20200317,LA,137,,4
,,,,
20201202,MA,234232,14139,10824
,,,,
20201201,MA,229205,14139,10778
,,,,
20201130,MA,226132,14139,10748
,,,,
20201129,MA,224964,14139,10722
,,,,
20201128,MA,222469,14139,10676
,,,,
20201127,MA,219252,14139,10635
,,,,
20201126,MA,214594,13817,10604
,,,,
20201125,MA,214594,13817,10604
,,,,
20201124,MA,211199,13817,10551
,,,,
20201123,MA,208623,13817,10531
,,,,
20201122,MA,206850,13817,10512
,,,,
20201121,MA,204155,13817,10488
,,,,
20201120,MA,200949,13817,10469
,,,,
20201119,MA,198550,13817,10435
,,,,
20201118,MA,195868,13588,10407
